,Cash balance,Unrealized value,Total asset,Rewards,CumReward,Position,Unit
2010-03-17,84.2,-0.3999999999999999,83.8,1.0,33.6,2,2.0
2010-03-18,84.2,1.6,85.8,1.0,34.6,2,2.0
2010-03-19,84.2,-0.3999999999999999,83.8,-1.0,33.6,2,-2.0
2010-03-22,84.2,-0.3999999999999999,83.8,1.0,34.6,2,0.0
2010-03-23,84.2,1.6,85.8,1.0,35.6,2,2.0
2010-03-24,84.2,-0.3999999999999999,83.8,-1.0,34.6,2,-2.0
2010-03-25,84.2,-0.3999999999999999,83.8,1.0,35.6,2,0.0
2010-03-26,84.2,-2.4,81.8,-1.0,34.6,2,-2.0
2010-03-29,84.2,-2.4,81.8,1.0,35.6,2,0.0
2010-03-30,84.2,1.6,85.8,1.0,36.6,2,4.0
2010-03-31,84.2,5.6,89.8,1.0000000000000004,37.6,2,4.0
2010-04-01,84.2,5.6,89.8,1.0,38.6,2,0.0
2010-04-05,84.2,5.6,89.8,1.0,39.6,2,0.0
2010-04-06,84.2,5.6,89.8,1.0,40.6,2,0.0
2010-04-07,84.2,5.6,89.8,1.0,41.6,2,0.0
2010-04-08,84.2,3.6,87.8,-1.0,40.6,2,-2.0
2010-04-09,84.2,3.6,87.8,1.0,41.6,2,0.0
2010-04-12,84.2,5.6,89.8,1.0000000000000004,42.6,2,2.0
2010-04-13,84.2,3.6,87.8,-1.0,41.6,2,-2.0
2010-04-14,84.2,5.6,89.8,1.0000000000000004,42.6,2,2.0
2010-04-15,84.2,5.6,89.8,1.0,43.6,2,0.0
2010-04-16,84.2,7.6,91.8,1.0,44.6,2,2.0
2010-04-19,84.2,5.6,89.8,-1.0,43.6,2,-2.0
2010-04-20,84.2,7.6,91.8,1.0,44.6,2,2.0
2010-04-21,84.2,9.6,93.8,1.0,45.6,2,2.0
2010-04-22,84.2,9.6,93.8,1.0,46.6,2,0.0
2010-04-23,84.2,11.6,95.8,1.0,47.6,2,2.0
2010-04-26,84.2,13.6,97.8,1.0,48.6,2,2.0
2010-04-27,84.2,21.6,105.80000000000001,1.0000000000000124,49.600000000000016,2,8.000000000000014
2010-04-28,105.4,-2.4,103.0,-1.8000000000000114,47.800000000000004,-2,-2.8000000000000114
2010-04-29,105.4,-2.4,103.0,1.0,48.800000000000004,-2,0.0
2010-04-30,105.4,-0.3999999999999999,105.0,1.0,49.800000000000004,-2,2.0
2010-05-03,105.4,-2.4,103.0,-1.0,48.800000000000004,-2,-2.0
2010-05-04,105.4,-2.4,103.0,1.0,49.800000000000004,-2,0.0
2010-05-05,105.4,3.6,109.0,1.0,50.800000000000004,-2,6.0
2010-05-06,105.4,5.6,111.0,1.0000000000000004,51.800000000000004,-2,2.0
2010-05-07,105.4,11.6,117.0,1.0,52.800000000000004,-2,6.0
2010-05-10,105.4,7.6,113.0,-3.0,49.800000000000004,-2,-4.0
2010-05-11,105.4,7.6,113.0,1.0,50.800000000000004,-2,0.0
2010-05-12,105.4,7.6,113.0,1.0,51.800000000000004,-2,0.0
2010-05-13,105.4,5.6,111.0,-1.0,50.800000000000004,-2,-2.0
2010-05-14,105.4,9.6,115.0,1.0,51.800000000000004,-2,4.0
2010-05-17,105.4,9.6,115.0,1.0,52.800000000000004,-2,0.0
2010-05-18,105.4,7.6,113.0,-1.0,51.800000000000004,-2,-2.0
2010-05-19,105.4,13.6,119.0,1.0,52.800000000000004,-2,6.0
2010-05-20,105.4,19.6,125.0,0.9999999999999982,53.800000000000004,-2,6.0
2010-05-21,105.4,25.6,131.0,1.0,54.800000000000004,-2,6.0
2010-05-24,105.4,19.6,125.0,-5.0,49.800000000000004,-2,-6.0
2010-05-25,105.4,25.6,131.0,1.0,50.800000000000004,-2,6.0
2010-05-26,105.4,21.6,127.0,-3.0,47.800000000000004,-2,-4.0
2010-05-27,105.4,21.6,127.0,1.0,48.800000000000004,-2,0.0
2010-05-28,105.4,17.6,123.0,-3.0,45.800000000000004,-2,-4.0
2010-06-01,105.4,25.6,131.0,1.0,46.800000000000004,-2,8.0
2010-06-02,105.4,25.6,131.0,1.0,47.800000000000004,-2,0.0
2010-06-03,105.4,23.6,129.0,-1.0,46.800000000000004,-2,-2.0
2010-06-04,105.4,29.6,135.0,1.0,47.800000000000004,-2,6.0
2010-06-07,105.4,31.6,137.0,1.0,48.800000000000004,-2,2.0
2010-06-08,105.4,35.6,141.0,1.0,49.800000000000004,-2,4.0
2010-06-09,105.4,33.6,139.0,-1.0,48.800000000000004,-2,-2.0
2010-06-10,105.4,33.6,139.0,1.0,49.800000000000004,-2,0.0
2010-06-11,105.4,31.6,137.0,-1.0,48.800000000000004,-2,-2.0
2010-06-14,136.6,1.6,138.2,0.9999999999999929,49.8,2,1.1999999999999886
2010-06-15,136.6,3.6,140.2,1.0,50.8,2,2.0
2010-06-16,136.6,3.6,140.2,1.0,51.8,2,0.0
2010-06-17,136.6,9.6,146.2,1.0,52.8,2,6.0
2010-06-18,136.6,7.6,144.2,-1.0,51.8,2,-2.0
2010-06-21,136.6,9.6,146.2,1.0,52.8,2,2.0
2010-06-22,136.6,9.6,146.2,1.0,53.8,2,0.0
2010-06-23,136.6,5.6,142.2,-3.0,50.8,2,-4.0
2010-06-24,136.6,5.6,142.2,1.0,51.8,2,0.0
2010-06-25,136.6,1.6,138.2,-3.0,48.8,2,-4.0
2010-06-28,136.6,1.6,138.2,1.0,49.8,2,0.0
2010-06-29,136.6,1.6,138.2,1.0,50.8,2,0.0
2010-06-30,136.6,-0.3999999999999999,136.2,-1.0,49.8,2,-2.0
2010-07-01,136.6,3.6,140.2,1.0,50.8,2,4.0
2010-07-02,139.79999999999998,-2.4,137.39999999999998,-1.8000000000000114,48.999999999999986,-2,-2.8000000000000114
2010-07-06,139.79999999999998,-2.4,137.39999999999998,1.0,49.999999999999986,-2,0.0
2010-07-07,139.79999999999998,-2.4,137.39999999999998,1.0,50.999999999999986,-2,0.0
2010-07-08,139.79999999999998,-8.4,131.39999999999998,-8.2,42.79999999999998,-2,-6.0
2010-07-09,139.79999999999998,-8.4,131.39999999999998,-2.1999999999999993,40.59999999999998,-2,0.0
2010-07-12,130.99999999999997,-2.4,128.59999999999997,-1.8000000000000114,38.79999999999997,2,-2.8000000000000114
2010-07-13,130.99999999999997,1.6,132.59999999999997,1.0,39.79999999999997,2,4.0
2010-07-14,130.99999999999997,1.6,132.59999999999997,1.0,40.79999999999997,2,0.0
2010-07-15,130.99999999999997,1.6,132.59999999999997,1.0,41.79999999999997,2,0.0
2010-07-16,130.99999999999997,-0.3999999999999999,130.59999999999997,-1.0,40.79999999999997,2,-2.0
2010-07-19,130.99999999999997,-2.4,128.59999999999997,-1.0,39.79999999999997,2,-2.0
2010-07-20,130.99999999999997,-6.4,124.59999999999997,-4.2,35.599999999999966,2,-4.0
2010-07-21,130.99999999999997,-0.3999999999999999,130.59999999999997,1.0,36.599999999999966,2,6.0
2010-07-22,130.99999999999997,5.6,136.59999999999997,1.0,37.599999999999966,2,6.0
2010-07-23,130.99999999999997,5.6,136.59999999999997,1.0,38.599999999999966,2,0.0
2010-07-26,130.99999999999997,9.6,140.59999999999997,1.0,39.599999999999966,2,4.0
2010-07-27,130.99999999999997,11.6,142.59999999999997,1.0,40.599999999999966,2,2.0
2010-07-28,130.99999999999997,9.6,140.59999999999997,-1.0,39.599999999999966,2,-2.0
2010-07-29,130.99999999999997,11.6,142.59999999999997,1.0,40.599999999999966,2,2.0
2010-07-30,130.99999999999997,7.6,138.59999999999997,-3.0,37.599999999999966,2,-4.0
2010-08-02,130.99999999999997,11.6,142.59999999999997,1.0,38.599999999999966,2,4.0
2010-08-03,130.99999999999997,11.6,142.59999999999997,1.0,39.599999999999966,2,0.0
2010-08-04,130.99999999999997,11.6,142.59999999999997,1.0,40.599999999999966,2,0.0
2010-08-05,130.99999999999997,11.6,142.59999999999997,1.0,41.599999999999966,2,0.0
2010-08-06,130.99999999999997,11.6,142.59999999999997,1.0,42.599999999999966,2,0.0
2010-08-09,130.99999999999997,13.6,144.59999999999997,1.0,43.599999999999966,2,2.0
2010-08-10,130.99999999999997,13.6,144.59999999999997,1.0,44.599999999999966,2,0.0
2010-08-11,130.99999999999997,9.6,140.59999999999997,-3.0,41.599999999999966,2,-4.0
2010-08-12,130.99999999999997,1.6,132.59999999999997,-7.0,34.599999999999966,2,-8.0
2010-08-13,130.99999999999997,3.6,134.59999999999997,1.0,35.599999999999966,2,2.0
2010-08-16,130.99999999999997,1.6,132.59999999999997,-1.0,34.599999999999966,2,-2.0
2010-08-17,130.99999999999997,1.6,132.59999999999997,1.0,35.599999999999966,2,0.0
2010-08-18,130.99999999999997,3.6,134.59999999999997,1.0,36.599999999999966,2,2.0
2010-08-19,130.99999999999997,1.6,132.59999999999997,-1.0,35.599999999999966,2,-2.0
2010-08-20,130.99999999999997,-4.4,126.59999999999997,-5.0,30.599999999999966,2,-6.0
2010-08-23,130.99999999999997,-4.4,126.59999999999997,1.0,31.599999999999966,2,0.0
2010-08-24,130.99999999999997,-6.4,124.59999999999997,-2.2000000000000006,29.399999999999967,2,-2.0
2010-08-25,127.79999999999997,-3.2,124.59999999999997,-0.20000000000000107,29.199999999999967,1,0.0
2010-08-26,127.59999999999997,-3.4,124.19999999999996,-0.4000000000000057,28.79999999999996,2,-0.4000000000000057
2010-08-27,127.59999999999997,-5.4,122.19999999999996,-1.2000000000000002,27.599999999999962,2,-2.0
2010-08-30,127.59999999999997,-3.4,124.19999999999996,0.9999999999999996,28.599999999999962,2,2.0
2010-08-31,127.59999999999997,-7.4,120.19999999999996,-5.2,23.399999999999963,2,-4.0
2010-09-01,127.59999999999997,-7.4,120.19999999999996,-1.200000000000001,22.19999999999996,2,0.0
2010-09-02,127.59999999999997,-1.4,126.19999999999996,1.0,23.19999999999996,2,6.0
2010-09-03,127.59999999999997,0.6000000000000001,128.19999999999996,1.0,24.19999999999996,2,2.0
2010-09-07,127.59999999999997,2.6,130.19999999999996,1.0,25.19999999999996,2,2.0
2010-09-08,127.59999999999997,0.6000000000000001,128.19999999999996,-1.0,24.19999999999996,2,-2.0
2010-09-09,127.59999999999997,4.6,132.19999999999996,1.0000000000000004,25.19999999999996,2,4.0
2010-09-10,127.59999999999997,2.6,130.19999999999996,-1.0,24.19999999999996,2,-2.0
2010-09-13,127.59999999999997,6.6,134.19999999999996,1.0000000000000004,25.19999999999996,2,4.0
2010-09-14,127.59999999999997,6.6,134.19999999999996,1.0,26.19999999999996,2,0.0
2010-09-15,127.59999999999997,6.6,134.19999999999996,1.0,27.19999999999996,2,0.0
2010-09-16,127.59999999999997,4.6,132.19999999999996,-1.0,26.19999999999996,2,-2.0
2010-09-17,127.59999999999997,8.6,136.19999999999996,1.0,27.19999999999996,2,4.0
2010-09-20,127.59999999999997,10.6,138.19999999999996,1.0,28.19999999999996,2,2.0
2010-09-21,127.59999999999997,12.6,140.19999999999996,1.0,29.19999999999996,2,2.0
2010-09-22,127.59999999999997,10.6,138.19999999999996,-1.0,28.19999999999996,2,-2.0
2010-09-23,127.59999999999997,10.6,138.19999999999996,1.0,29.19999999999996,2,0.0
2010-09-24,127.59999999999997,10.6,138.19999999999996,1.0,30.19999999999996,2,0.0
2010-09-27,127.59999999999997,12.6,140.19999999999996,1.0,31.19999999999996,2,2.0
2010-09-28,127.59999999999997,12.6,140.19999999999996,1.0,32.19999999999996,2,0.0
2010-09-29,127.59999999999997,12.6,140.19999999999996,1.0,33.19999999999996,2,0.0
2010-09-30,127.59999999999997,14.6,142.19999999999996,1.0,34.19999999999996,2,2.0
2010-10-01,127.59999999999997,14.6,142.19999999999996,1.0,35.19999999999996,2,0.0
2010-10-04,127.59999999999997,12.6,140.19999999999996,-1.0,34.19999999999996,2,-2.0
2010-10-05,127.59999999999997,12.6,140.19999999999996,1.0,35.19999999999996,2,0.0
2010-10-06,127.59999999999997,16.6,144.19999999999996,0.9999999999999982,36.19999999999996,2,4.0
2010-10-07,127.59999999999997,20.6,148.19999999999996,1.0,37.19999999999996,2,4.0
2010-10-08,127.59999999999997,20.6,148.19999999999996,1.0,38.19999999999996,2,0.0
2010-10-12,127.59999999999997,14.6,142.19999999999996,-5.0,33.19999999999996,2,-6.0
2010-10-13,127.59999999999997,16.6,144.19999999999996,0.9999999999999982,34.19999999999996,2,2.0
2010-10-14,127.59999999999997,18.6,146.19999999999996,1.0,35.19999999999996,2,2.0
2010-10-15,127.59999999999997,20.6,148.19999999999996,1.0,36.19999999999996,2,2.0
2010-10-18,127.59999999999997,18.6,146.19999999999996,-1.0,35.19999999999996,2,-2.0
2010-10-19,127.59999999999997,16.6,144.19999999999996,-1.0,34.19999999999996,2,-2.0
2010-10-20,127.59999999999997,16.6,144.19999999999996,1.0,35.19999999999996,2,0.0
2010-10-21,127.59999999999997,20.6,148.19999999999996,1.0,36.19999999999996,2,4.0
2010-10-22,127.59999999999997,22.6,150.19999999999996,1.0,37.19999999999996,2,2.0
2010-10-25,127.59999999999997,22.6,150.19999999999996,1.0,38.19999999999996,2,0.0
2010-10-26,127.59999999999997,22.6,150.19999999999996,1.0,39.19999999999996,2,0.0
2010-10-27,127.59999999999997,20.6,148.19999999999996,-1.0,38.19999999999996,2,-2.0
2010-10-28,127.59999999999997,14.6,142.19999999999996,-5.0,33.19999999999996,2,-6.0
2010-10-29,127.59999999999997,6.6,134.19999999999996,-7.0,26.19999999999996,2,-8.0
2010-11-01,127.59999999999997,6.6,134.19999999999996,1.0,27.19999999999996,2,0.0
2010-11-02,127.59999999999997,6.6,134.19999999999996,1.0,28.19999999999996,2,0.0
2010-11-03,127.59999999999997,8.6,136.19999999999996,1.0,29.19999999999996,2,2.0
2010-11-04,127.59999999999997,10.6,138.19999999999996,1.0,30.19999999999996,2,2.0
2010-11-05,127.59999999999997,14.6,142.19999999999996,1.0,31.19999999999996,2,4.0
2010-11-08,127.59999999999997,8.6,136.19999999999996,-5.0,26.19999999999996,2,-6.0
2010-11-09,127.59999999999997,10.6,138.19999999999996,1.0,27.19999999999996,2,2.0
2010-11-10,127.59999999999997,8.6,136.19999999999996,-1.0,26.19999999999996,2,-2.0
2010-11-11,127.59999999999997,8.6,136.19999999999996,1.0,27.19999999999996,2,0.0
2010-11-12,127.59999999999997,10.6,138.19999999999996,1.0,28.19999999999996,2,2.0
2010-11-15,127.59999999999997,12.6,140.19999999999996,1.0,29.19999999999996,2,2.0
2010-11-16,127.59999999999997,8.6,136.19999999999996,-3.0,26.19999999999996,2,-4.0
2010-11-17,135.79999999999995,-0.3999999999999999,135.39999999999995,0.19999999999998863,26.39999999999995,-2,-0.8000000000000114
2010-11-18,135.39999999999995,0.0,135.39999999999995,1.0,27.39999999999995,0,0.0
2010-11-19,134.99999999999994,-2.4,132.59999999999994,-1.8000000000000114,25.599999999999937,2,-2.8000000000000114
2010-11-22,134.99999999999994,-4.4,130.59999999999994,-1.0,24.599999999999937,2,-2.0
2010-11-23,134.99999999999994,-6.4,128.59999999999994,-2.2000000000000006,22.399999999999938,2,-2.0
2010-11-24,134.99999999999994,-4.4,130.59999999999994,1.0,23.399999999999938,2,2.0
2010-11-26,134.99999999999994,-4.4,130.59999999999994,1.0,24.399999999999938,2,0.0
2010-11-29,134.99999999999994,-6.4,128.59999999999994,-2.2000000000000006,22.19999999999994,2,-2.0
2010-11-30,128.19999999999993,-2.4,125.79999999999993,-1.8000000000000114,20.399999999999928,-2,-2.8000000000000114
2010-12-01,125.39999999999993,1.6,126.99999999999993,1.0000000000000027,21.39999999999993,2,1.2000000000000028
2010-12-02,125.39999999999993,3.6,128.99999999999994,1.0000000000000142,22.399999999999945,2,2.000000000000014
2010-12-03,125.39999999999993,3.6,128.99999999999994,1.0,23.399999999999945,2,0.0
2010-12-06,125.39999999999993,5.6,130.99999999999994,1.0000000000000004,24.399999999999945,2,2.0
2010-12-07,125.39999999999993,5.6,130.99999999999994,1.0,25.399999999999945,2,0.0
2010-12-08,125.39999999999993,-4.4,120.99999999999993,-9.000000000000014,16.39999999999993,2,-10.000000000000014
2010-12-09,125.39999999999993,-0.3999999999999999,124.99999999999993,1.0,17.39999999999993,2,4.0
2010-12-10,125.39999999999993,-0.3999999999999999,124.99999999999993,1.0,18.39999999999993,2,0.0
2010-12-13,125.39999999999993,-0.3999999999999999,124.99999999999993,1.0,19.39999999999993,2,0.0
2010-12-14,125.39999999999993,1.6,126.99999999999993,1.0,20.39999999999993,2,2.0
2010-12-15,125.39999999999993,1.6,126.99999999999993,1.0,21.39999999999993,2,0.0
2010-12-16,125.39999999999993,3.6,128.99999999999994,1.0000000000000142,22.399999999999945,2,2.000000000000014
2010-12-17,125.39999999999993,3.6,128.99999999999994,1.0,23.399999999999945,2,0.0
2010-12-20,125.39999999999993,3.6,128.99999999999994,1.0,24.399999999999945,2,0.0
2010-12-21,125.39999999999993,7.6,132.99999999999994,1.0000000000000004,25.399999999999945,2,4.0
2010-12-22,125.39999999999993,3.6,128.99999999999994,-3.0,22.399999999999945,2,-4.0
2010-12-23,125.39999999999993,5.6,130.99999999999994,1.0000000000000004,23.399999999999945,2,2.0
2010-12-27,125.39999999999993,3.6,128.99999999999994,-1.0,22.399999999999945,2,-2.0
2010-12-28,125.39999999999993,5.6,130.99999999999994,1.0000000000000004,23.399999999999945,2,2.0
2010-12-29,125.39999999999993,5.6,130.99999999999994,1.0,24.399999999999945,2,0.0
2010-12-30,125.39999999999993,5.6,130.99999999999994,1.0,25.399999999999945,2,0.0
2010-12-31,125.39999999999993,3.6,128.99999999999994,-1.0,24.399999999999945,2,-2.0
2011-01-03,125.39999999999993,5.6,130.99999999999994,1.0000000000000004,25.399999999999945,2,2.0
2011-01-04,125.39999999999993,5.6,130.99999999999994,1.0,26.399999999999945,2,0.0
2011-01-05,125.39999999999993,3.6,128.99999999999994,-1.0,25.399999999999945,2,-2.0
2011-01-06,125.39999999999993,5.6,130.99999999999994,1.0000000000000004,26.399999999999945,2,2.0
2011-01-07,125.39999999999993,3.6,128.99999999999994,-1.0,25.399999999999945,2,-2.0
2011-01-10,125.39999999999993,1.6,126.99999999999993,-1.0000000000000142,24.39999999999993,2,-2.000000000000014
2011-01-11,125.39999999999993,5.6,130.99999999999994,1.0000000000000147,25.399999999999945,2,4.000000000000014
2011-01-12,125.39999999999993,7.6,132.99999999999994,1.0,26.399999999999945,2,2.0
2011-01-13,125.39999999999993,9.6,134.99999999999994,1.0,27.399999999999945,2,2.0
2011-01-14,125.39999999999993,7.6,132.99999999999994,-1.0,26.399999999999945,2,-2.0
2011-01-18,125.39999999999993,7.6,132.99999999999994,1.0,27.399999999999945,2,0.0
2011-01-19,125.39999999999993,9.6,134.99999999999994,1.0,28.399999999999945,2,2.0
2011-01-20,125.39999999999993,7.6,132.99999999999994,-1.0,27.399999999999945,2,-2.0
2011-01-21,125.39999999999993,9.6,134.99999999999994,1.0,28.399999999999945,2,2.0
2011-01-24,125.39999999999993,11.6,136.99999999999994,1.0,29.399999999999945,2,2.0
2011-01-25,125.39999999999993,11.6,136.99999999999994,1.0,30.399999999999945,2,0.0
2011-01-26,125.39999999999993,9.6,134.99999999999994,-1.0,29.399999999999945,2,-2.0
2011-01-27,125.39999999999993,11.6,136.99999999999994,1.0,30.399999999999945,2,2.0
2011-01-28,125.39999999999993,11.6,136.99999999999994,1.0,31.399999999999945,2,0.0
2011-01-31,125.39999999999993,7.6,132.99999999999994,-3.0,28.399999999999945,2,-4.0
2011-02-01,125.39999999999993,7.6,132.99999999999994,1.0,29.399999999999945,2,0.0
2011-02-02,125.39999999999993,7.6,132.99999999999994,1.0,30.399999999999945,2,0.0
2011-02-03,125.39999999999993,7.6,132.99999999999994,1.0,31.399999999999945,2,0.0
2011-02-04,125.39999999999993,7.6,132.99999999999994,1.0,32.39999999999995,2,0.0
2011-02-07,125.39999999999993,9.6,134.99999999999994,1.0,33.39999999999995,2,2.0
2011-02-08,125.39999999999993,11.6,136.99999999999994,1.0,34.39999999999995,2,2.0
2011-02-09,125.39999999999993,13.6,138.99999999999994,1.0,35.39999999999995,2,2.0
2011-02-10,125.39999999999993,13.6,138.99999999999994,1.0,36.39999999999995,2,0.0
2011-02-11,125.39999999999993,13.6,138.99999999999994,1.0,37.39999999999995,2,0.0
2011-02-14,125.39999999999993,17.6,142.99999999999994,0.9999999999999982,38.39999999999995,2,4.0
2011-02-15,125.39999999999993,17.6,142.99999999999994,1.0,39.39999999999995,2,0.0
2011-02-16,125.39999999999993,17.6,142.99999999999994,1.0,40.39999999999995,2,0.0
2011-02-17,125.39999999999993,19.6,144.99999999999994,1.0,41.39999999999995,2,2.0
2011-02-18,125.39999999999993,21.6,146.99999999999994,1.0,42.39999999999995,2,2.0
2011-02-22,125.39999999999993,21.6,146.99999999999994,1.0,43.39999999999995,2,0.0
2011-02-23,125.39999999999993,19.6,144.99999999999994,-1.0,42.39999999999995,2,-2.0
2011-02-24,125.39999999999993,15.6,140.99999999999994,-3.0,39.39999999999995,2,-4.0
2011-02-25,125.39999999999993,13.6,138.99999999999994,-1.0,38.39999999999995,2,-2.0
2011-02-28,125.39999999999993,17.6,142.99999999999994,0.9999999999999982,39.39999999999995,2,4.0
2011-03-01,125.39999999999993,19.6,144.99999999999994,1.0,40.39999999999995,2,2.0
2011-03-02,125.39999999999993,13.6,138.99999999999994,-5.0,35.39999999999995,2,-6.0
2011-03-03,125.39999999999993,17.6,142.99999999999994,0.9999999999999982,36.39999999999995,2,4.0
2011-03-04,125.39999999999993,21.6,146.99999999999994,1.0,37.39999999999995,2,4.0
2011-03-07,125.39999999999993,19.6,144.99999999999994,-1.0,36.39999999999995,2,-2.0
2011-03-08,125.39999999999993,19.6,144.99999999999994,1.0,37.39999999999995,2,0.0
2011-03-09,125.39999999999993,23.6,148.99999999999994,1.0,38.39999999999995,2,4.0
2011-03-10,125.39999999999993,19.6,144.99999999999994,-3.0,35.39999999999995,2,-4.0
2011-03-11,125.39999999999993,13.6,138.99999999999994,-5.0,30.39999999999995,2,-6.0
2011-03-14,125.39999999999993,17.6,142.99999999999994,0.9999999999999982,31.39999999999995,2,4.0
2011-03-15,125.39999999999993,11.6,136.99999999999994,-5.0,26.39999999999995,2,-6.0
2011-03-16,125.39999999999993,11.6,136.99999999999994,1.0,27.39999999999995,2,0.0
2011-03-17,136.59999999999994,-2.4,134.19999999999993,-1.8000000000000114,25.599999999999937,-2,-2.8000000000000114
2011-03-18,136.59999999999994,-6.4,130.19999999999993,-4.2,21.399999999999938,-2,-4.0
2011-03-21,136.59999999999994,-6.4,130.19999999999993,-0.20000000000000107,21.19999999999994,-2,0.0
2011-03-22,136.59999999999994,-8.4,128.19999999999993,-4.200000000000001,16.999999999999936,-2,-2.0
2011-03-23,127.79999999999994,-4.4,123.39999999999993,-3.799999999999997,13.199999999999939,2,-4.799999999999997
2011-03-24,127.79999999999994,-0.3999999999999999,127.39999999999993,1.0,14.199999999999939,2,4.0
2011-03-25,127.79999999999994,1.6,129.39999999999995,1.0000000000000142,15.199999999999953,2,2.000000000000014
2011-03-28,127.79999999999994,-0.3999999999999999,127.39999999999993,-1.0000000000000142,14.199999999999939,2,-2.000000000000014
2011-03-29,127.79999999999994,-0.3999999999999999,127.39999999999993,1.0,15.199999999999939,2,0.0
2011-03-30,127.79999999999994,1.6,129.39999999999995,1.0000000000000142,16.199999999999953,2,2.000000000000014
2011-03-31,127.79999999999994,-0.3999999999999999,127.39999999999993,-1.0000000000000142,15.199999999999939,2,-2.000000000000014
2011-04-01,127.79999999999994,3.6,131.39999999999995,1.0000000000000142,16.199999999999953,2,4.000000000000014
2011-04-04,127.79999999999994,1.6,129.39999999999995,-1.0,15.199999999999953,2,-2.0
2011-04-05,127.79999999999994,3.6,131.39999999999995,1.0,16.199999999999953,2,2.0
2011-04-06,127.79999999999994,3.6,131.39999999999995,1.0,17.199999999999953,2,0.0
2011-04-07,127.79999999999994,3.6,131.39999999999995,1.0,18.199999999999953,2,0.0
2011-04-08,127.79999999999994,3.6,131.39999999999995,1.0,19.199999999999953,2,0.0
2011-04-11,127.79999999999994,3.6,131.39999999999995,1.0,20.199999999999953,2,0.0
2011-04-12,127.79999999999994,1.6,129.39999999999995,-1.0,19.199999999999953,2,-2.0
2011-04-13,127.79999999999994,1.6,129.39999999999995,1.0,20.199999999999953,2,0.0
2011-04-14,127.79999999999994,-0.3999999999999999,127.39999999999993,-1.0000000000000142,19.19999999999994,2,-2.000000000000014
2011-04-15,127.79999999999994,1.6,129.39999999999995,1.0000000000000142,20.199999999999953,2,2.000000000000014
2011-04-18,127.79999999999994,-0.3999999999999999,127.39999999999993,-1.0000000000000142,19.19999999999994,2,-2.000000000000014
2011-04-19,127.79999999999994,-2.4,125.39999999999993,-1.0,18.19999999999994,2,-2.0
2011-04-20,127.79999999999994,1.6,129.39999999999995,1.0000000000000142,19.199999999999953,2,4.000000000000014
2011-04-21,127.79999999999994,3.6,131.39999999999995,1.0,20.199999999999953,2,2.0
2011-04-25,127.79999999999994,3.6,131.39999999999995,1.0,21.199999999999953,2,0.0
2011-04-26,127.79999999999994,7.6,135.39999999999995,1.0000000000000004,22.199999999999953,2,4.0
2011-04-27,127.79999999999994,7.6,135.39999999999995,1.0,23.199999999999953,2,0.0
2011-04-28,127.79999999999994,9.6,137.39999999999995,1.0,24.199999999999953,2,2.0
2011-04-29,127.79999999999994,11.6,139.39999999999995,1.0,25.199999999999953,2,2.0
2011-05-02,127.79999999999994,13.6,141.39999999999995,1.0,26.199999999999953,2,2.0
2011-05-03,127.79999999999994,11.6,139.39999999999995,-1.0,25.199999999999953,2,-2.0
2011-05-04,127.79999999999994,11.6,139.39999999999995,1.0,26.199999999999953,2,0.0
2011-05-05,127.79999999999994,7.6,135.39999999999995,-3.0,23.199999999999953,2,-4.0
2011-05-06,127.79999999999994,9.6,137.39999999999995,1.0,24.199999999999953,2,2.0
2011-05-09,127.79999999999994,7.6,135.39999999999995,-1.0,23.199999999999953,2,-2.0
2011-05-10,127.79999999999994,9.6,137.39999999999995,1.0,24.199999999999953,2,2.0
2011-05-11,127.79999999999994,9.6,137.39999999999995,1.0,25.199999999999953,2,0.0
2011-05-12,127.79999999999994,7.6,135.39999999999995,-1.0,24.199999999999953,2,-2.0
2011-05-13,127.79999999999994,11.6,139.39999999999995,1.0,25.199999999999953,2,4.0
2011-05-16,127.79999999999994,7.6,135.39999999999995,-3.0,22.199999999999953,2,-4.0
2011-05-17,127.79999999999994,7.6,135.39999999999995,1.0,23.199999999999953,2,0.0
2011-05-18,127.79999999999994,3.6,131.39999999999995,-3.0,20.199999999999953,2,-4.0
2011-05-19,127.79999999999994,5.6,133.39999999999995,1.0000000000000004,21.199999999999953,2,2.0
2011-05-20,127.79999999999994,5.6,133.39999999999995,1.0,22.199999999999953,2,0.0
2011-05-23,127.79999999999994,-0.3999999999999999,127.39999999999993,-5.000000000000014,17.19999999999994,2,-6.000000000000014
2011-05-24,127.79999999999994,1.6,129.39999999999995,1.0000000000000142,18.199999999999953,2,2.000000000000014
2011-05-25,127.79999999999994,-2.4,125.39999999999993,-3.000000000000014,15.199999999999939,2,-4.000000000000014
2011-05-26,127.79999999999994,-0.3999999999999999,127.39999999999993,1.0,16.19999999999994,2,2.0
2011-05-27,127.79999999999994,3.6,131.39999999999995,1.0000000000000142,17.199999999999953,2,4.000000000000014
2011-05-31,127.79999999999994,3.6,131.39999999999995,1.0,18.199999999999953,2,0.0
2011-06-01,127.79999999999994,5.6,133.39999999999995,1.0000000000000004,19.199999999999953,2,2.0
2011-06-02,127.79999999999994,-2.4,125.39999999999993,-7.000000000000014,12.199999999999939,2,-8.000000000000014
2011-06-03,127.79999999999994,-6.4,121.39999999999993,-4.2,7.999999999999939,2,-4.0
2011-06-06,127.79999999999994,-6.4,121.39999999999993,-0.20000000000000107,7.799999999999938,2,0.0
